transaction_id,customer_id,counterparty_id,timestamp,amount,currency,origin_country,destination_country,payment_channel,payment_type,payment_category,device_id,originating_bank,network,beneficiary_bank,status,injected_pattern,screening_truth,investigation_label
SYN-TX-0065128,1693,459,2026-02-28 15:10:15+00:00,2969.23,GBP,IN,SG,API,WIRE,RETAIL,SYN-DEVICE-1693,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,0,1
SYN-TX-0066917,1524,542,2026-03-02 01:00:00+00:00,1559.8,GBP,DE,DE,WEB,CARD,REMITTANCE,SYN-DEVICE-1524,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,night,0,0
SYN-TX-0067880,580,479,2026-03-03 03:05:50+00:00,10895.6,GBP,GB,XZ,MOBILE,TRANSFER,SERVICES,SYN-DEVICE-580,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,0,1
SYN-TX-0067898,1864,175,2026-03-03 03:21:22+00:00,1849.91,GBP,SG,IN,WEB,CARD,REMITTANCE,SYN-DEVICE-1864,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,1
SYN-TX-0069273,295,510,2026-03-04 08:45:58+00:00,8928.14,GBP,SG,US,WEB,WIRE,SERVICES,SYN-DEVICE-295,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,0,0
SYN-TX-0069503,558,437,2026-03-04 01:00:00+00:00,5244.62,GBP,DE,QZ,BRANCH,CARD,SERVICES,SYN-DEVICE-558,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,night,0,1
SYN-TX-0070704,1377,337,2026-03-05 14:57:16+00:00,1014.55,GBP,IN,IN,WEB,TRANSFER,REMITTANCE,SYN-DEVICE-1377,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0070856,1850,285,2026-03-05 18:13:04+00:00,504.23,GBP,GB,QZ,BRANCH,CARD,RETAIL,SYN-DEVICE-1850,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0072033,1493,464,2026-03-06 18:27:28+00:00,411.78,GBP,IN,SG,BRANCH,WIRE,RETAIL,SYN-DEVICE-1493,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,PENDING,deviation,0,1
SYN-TX-0072084,1110,596,2026-03-06 19:47:15+00:00,799.54,GBP,US,US,BRANCH,WIRE,RETAIL,SYN-DEVICE-1110,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0072848,1411,70,2026-03-07 12:40:32+00:00,199.34,GBP,US,XZ,MOBILE,TRANSFER,RETAIL,SYN-DEVICE-1411,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,PENDING,geography,0,1
SYN-TX-0074009,1770,510,2026-03-08 13:10:57+00:00,6583.68,GBP,IN,US,MOBILE,WIRE,SERVICES,SYN-DEVICE-1770,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,0,1
SYN-TX-0074287,218,357,2026-03-08 18:43:39+00:00,145.4,GBP,US,XZ,WEB,CARD,SERVICES,SYN-DEVICE-218,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,0
SYN-TX-0074567,1540,532,2026-03-08 23:50:58+00:00,8979.43,GBP,IN,IN,BRANCH,WIRE,SERVICES,SYN-DEVICE-1540,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,1
SYN-TX-0075041,1511,256,2026-03-09 10:42:27+00:00,6695.25,GBP,DE,QZ,MOBILE,WIRE,SERVICES,SYN-DEVICE-1511,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,0,0
SYN-TX-0075078,1542,224,2026-03-09 11:34:01+00:00,810.69,GBP,IN,SG,BRANCH,CARD,SERVICES,SYN-DEVICE-1542,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0075153,263,97,2026-03-09 13:21:54+00:00,377.06,GBP,DE,DE,BRANCH,WIRE,REMITTANCE,SYN-DEVICE-263,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0075412,1882,289,2026-03-09 18:32:31+00:00,346.76,GBP,SG,US,WEB,WIRE,SERVICES,SYN-DEVICE-1882,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0075474,716,185,2026-03-09 20:05:47+00:00,9626.73,GBP,SG,US,BRANCH,WIRE,RETAIL,SYN-DEVICE-716,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,1
SYN-TX-0075592,1578,200,2026-03-09 22:37:00+00:00,6124.49,GBP,US,XZ,WEB,CARD,REMITTANCE,SYN-DEVICE-1578,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,1
SYN-TX-0075617,1772,485,2026-03-09 23:18:24+00:00,12396.76,GBP,US,DE,API,TRANSFER,SERVICES,SYN-DEVICE-1772,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,0,1
SYN-TX-0076114,1165,244,2026-03-10 11:09:23+00:00,1785.65,GBP,GB,US,BRANCH,CARD,RETAIL,SYN-DEVICE-1165,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,1
SYN-TX-0077298,840,338,2026-03-11 01:00:00+00:00,646.59,GBP,DE,US,WEB,WIRE,RETAIL,SYN-DEVICE-840,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,night,0,1
SYN-TX-0077327,1888,572,2026-03-11 11:53:45+00:00,1893.2,GBP,DE,XZ,WEB,TRANSFER,SERVICES,SYN-DEVICE-1888,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,0
SYN-TX-0077512,1772,208,2026-03-11 15:44:53+00:00,418.04,GBP,US,XZ,MOBILE,TRANSFER,REMITTANCE,SYN-DEVICE-1772,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,1
SYN-TX-0077971,598,481,2026-03-12 01:45:51+00:00,37.1,GBP,SG,XZ,BRANCH,WIRE,REMITTANCE,SYN-DEVICE-598,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,0
SYN-TX-0078128,759,11,2026-03-12 04:43:11+00:00,4431.44,GBP,DE,SG,MOBILE,TRANSFER,SERVICES,SYN-DEVICE-759,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,1,1
SYN-TX-0078441,812,125,2026-03-12 11:26:40+00:00,349.53,GBP,US,XZ,MOBILE,CARD,SERVICES,SYN-DEVICE-812,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,1
SYN-TX-0079231,743,387,2026-03-13 04:46:51+00:00,3789.41,GBP,IN,US,WEB,CARD,RETAIL,SYN-DEVICE-743,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,0,1
SYN-TX-0080400,1313,38,2026-03-14 05:52:57+00:00,3128.89,GBP,IN,SG,BRANCH,CARD,SERVICES,SYN-DEVICE-1313,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,1,1
SYN-TX-0080426,531,372,2026-03-14 06:31:41+00:00,120.17,GBP,GB,XZ,MOBILE,WIRE,SERVICES,SYN-DEVICE-531,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,0
SYN-TX-0082122,407,86,2026-03-15 18:51:56+00:00,9709.9,GBP,GB,US,WEB,CARD,SERVICES,SYN-DEVICE-407,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,1
SYN-TX-0082504,892,458,2026-03-16 02:29:22+00:00,746.79,GBP,GB,SG,MOBILE,CARD,RETAIL,SYN-DEVICE-892,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0084693,1018,554,2026-03-18 03:12:06+00:00,9820.66,GBP,DE,SG,API,WIRE,RETAIL,SYN-DEVICE-1018,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,1
SYN-TX-0086293,1309,235,2026-03-19 13:15:44+00:00,266.22,GBP,US,XZ,BRANCH,TRANSFER,RETAIL,SYN-DEVICE-1309,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,0,1
SYN-TX-0086617,360,125,2026-03-19 20:02:14+00:00,6767.92,GBP,GB,SG,MOBILE,TRANSFER,SERVICES,SYN-DEVICE-360,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,0,1
SYN-TX-0086996,1759,187,2026-03-20 04:35:59+00:00,1574.48,GBP,GB,US,BRANCH,CARD,RETAIL,SYN-DEVICE-1759,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,0
SYN-TX-0087271,1586,422,2026-03-20 11:02:00+00:00,3882.38,GBP,IN,DE,WEB,WIRE,SERVICES,SYN-DEVICE-1586,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0087990,866,25,2026-03-21 01:00:00+00:00,432.16,GBP,US,XZ,API,TRANSFER,SERVICES,SYN-DEVICE-866,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,night,1,1
SYN-TX-0088157,1026,586,2026-03-21 05:49:58+00:00,9994.99,GBP,IN,QZ,API,TRANSFER,RETAIL,SYN-DEVICE-1026,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,1
SYN-TX-0088629,74,429,2026-03-21 15:55:05+00:00,1212.57,GBP,IN,DE,API,WIRE,REMITTANCE,SYN-DEVICE-74,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,0,1
SYN-TX-0088903,461,79,2026-03-21 22:08:00+00:00,708.88,GBP,IN,SG,MOBILE,CARD,RETAIL,SYN-DEVICE-461,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,0,1
SYN-TX-0089679,648,590,2026-03-22 01:00:00+00:00,1491.51,GBP,IN,US,BRANCH,CARD,REMITTANCE,SYN-DEVICE-648,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,PENDING,night,0,0
SYN-TX-0089751,1915,15,2026-03-22 16:38:05+00:00,1197.2,GBP,GB,XZ,BRANCH,CARD,REMITTANCE,SYN-DEVICE-1915,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,geography,1,1
SYN-TX-0091226,1939,317,2026-03-24 00:04:30+00:00,9783.13,GBP,GB,GB,API,WIRE,REMITTANCE,SYN-DEVICE-1939,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,1
SYN-TX-0091318,1876,530,2026-03-24 02:00:23+00:00,305.96,GBP,SG,QZ,MOBILE,CARD,SERVICES,SYN-DEVICE-1876,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,FAILED,ordinary,0,0
SYN-TX-0091333,1217,565,2026-03-24 02:17:22+00:00,4183.36,GBP,DE,QZ,API,CARD,SERVICES,SYN-DEVICE-1217,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,0,1
SYN-TX-0093274,1796,48,2026-03-25 20:55:26+00:00,9583.73,GBP,SG,IN,BRANCH,TRANSFER,SERVICES,SYN-DEVICE-1796,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,1,1
SYN-TX-0093332,1213,241,2026-03-25 22:17:52+00:00,3318.38,GBP,DE,US,API,WIRE,REMITTANCE,SYN-DEVICE-1213,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,0
SYN-TX-0093522,1546,455,2026-03-26 02:33:39+00:00,1271.34,GBP,GB,DE,API,CARD,RETAIL,SYN-DEVICE-1546,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,0,1
SYN-TX-0095255,1720,37,2026-03-27 15:41:45+00:00,208.95,GBP,SG,DE,BRANCH,TRANSFER,SERVICES,SYN-DEVICE-1720,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,1,1
SYN-TX-0096173,924,236,2026-03-28 12:04:15+00:00,673.7,GBP,IN,XZ,API,WIRE,SERVICES,SYN-DEVICE-924,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0096250,1402,153,2026-03-28 13:42:35+00:00,2030.76,GBP,DE,DE,API,WIRE,SERVICES,SYN-DEVICE-1402,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0096346,812,487,2026-03-28 15:31:14+00:00,328.66,GBP,US,XZ,MOBILE,CARD,REMITTANCE,SYN-DEVICE-812,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,ordinary,0,0
SYN-TX-0096683,1532,39,2026-03-28 23:35:38+00:00,1127.49,GBP,US,XZ,MOBILE,TRANSFER,RETAIL,SYN-DEVICE-1532,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,change,1,1
SYN-TX-0096796,1446,13,2026-03-29 02:16:14+00:00,9917.82,GBP,DE,QZ,BRANCH,CARD,REMITTANCE,SYN-DEVICE-1446,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,1,1
SYN-TX-0097268,576,554,2026-03-29 12:44:16+00:00,4864.67,GBP,GB,SG,WEB,WIRE,REMITTANCE,SYN-DEVICE-576,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,new_beneficiary,0,1
SYN-TX-0098441,678,14,2026-03-30 13:53:32+00:00,56.17,GBP,DE,GB,MOBILE,CARD,SERVICES,SYN-DEVICE-678,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,velocity,1,1
SYN-TX-0099667,304,237,2026-03-31 16:16:41+00:00,11734.47,GBP,DE,GB,BRANCH,CARD,RETAIL,SYN-DEVICE-304,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,deviation,0,1
SYN-TX-0099858,1152,152,2026-03-31 20:39:09+00:00,9775.29,GBP,IN,SG,MOBILE,WIRE,RETAIL,SYN-DEVICE-1152,SYNTHETIC ORIGIN BANK,SIMULATED NETWORK,SYNTHETIC RECEIVING BANK,SETTLED,threshold,0,0
